"COMUNE";"PROVINCIA";"REGIONE";"NOME";"MACRO TIPOLOGIA";"TIPOLOGIA";"SCHEDA";"IDFEATURE";"DO_Y";"DO_X";
"Teulada";"CAGLIARI";"Sardegna";"Stagno di Foxi";"Laghi";"Laghi";"http://www.sardegnaturismo.it/index.php?xsl=5&v=2&c=13&c1=2126&t=1&s=37";953;"38.9610826808316";"8.63227847802475";
"Teulada";"CAGLIARI";"Sardegna";"Tesori della Parrocchia del Carmine";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=24530&v=2&c=2487&c1=2123&visb=&t=1";5,853;"38.9685592211072";"8.77426031635797";
"Teulada";"CAGLIARI";"Sardegna";"Teulada";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092084";107;"38.9691966227219";"8.77373829793028";
"Teulada";"CAGLIARI";"Sardegna";"Torre del Budello";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=202&v=2&c=45&t=1";1,819;"38.9311265468134";"8.72008386640991";
"Teulada";"CAGLIARI";"Sardegna";"Tuerredda";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=87&v=2&c=45&t=1";1,589;"38.8947325516086";"8.81365663041221";
"Ussana";"CAGLIARI";"Sardegna";"Chiesa di San Saturno";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17812";542;"39.3914562931715";"9.08262615115283";
"Ussana";"CAGLIARI";"Sardegna";"Terme romane";"Insediamenti antichi";"Terme";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20927";1,141;"39.4137397044828";"9.08782543857389";
"Ussana";"CAGLIARI";"Sardegna";"Ussana";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092088";111;"39.3926570755317";"9.07801806101268";
"Uta";"CAGLIARI";"Sardegna";"Chiesa di Santa Maria";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17825";499;"39.2863088285454";"8.96992895588699";
"Uta";"CAGLIARI";"Sardegna";"Uta";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092090";113;"39.2879800641273";"8.96013030937098";
"Vallermosa";"CAGLIARI";"Sardegna";"Complesso nuragico e pozzi sacri di Matzanni";"Spazi sacri e funerari";"Templi nuragici";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21552";1,461;"39.3758932943678";"8.7025213269896";
"Vallermosa";"CAGLIARI";"Sardegna";"Vallermosa";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092091";114;"39.3636869463196";"8.79773408879356";
"Villaputzu";"CAGLIARI";"Sardegna";"Cala Murtas";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=252&v=2&c=45&t=1";1,631;"39.4997826511619";"9.6313792114715";
"Villaputzu";"CAGLIARI";"Sardegna";"Cala Murtas - Quirra";"Spiagge";"Sabbia, ghiaia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=252&v=2&c=45&t=1";1,776;"39.5207324224812";"9.63401802318514";
"Villaputzu";"CAGLIARI";"Sardegna";"Castello di Quirra";"Edifici e strutture antiche";"Castelli";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17893";787;"39.5306627126371";"9.60257613430067";
"Villaputzu";"CAGLIARI";"Sardegna";"Chiesa di San Nicola di Quirra";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17871";493;"39.5282054997417";"9.59019065617587";
"Villaputzu";"CAGLIARI";"Sardegna";"Foce del Flumendosa";"Laghi";"Laghi";"http://www.sardegnaturismo.it/index.php?xsl=5&v=2&c=13&c1=2126&t=1&s=51";941;"39.4285337552704";"9.61535675980128";
"Villaputzu";"CAGLIARI";"Sardegna";"Marina di Porto Corallo";"Porti";"Porto turistico";"http://www.sardegnaturismo.it/index.php?xsl=5&s=814&v=2&c=46&t=1";1,282;"39.4415280535255";"9.64223839168043";
"Villaputzu";"CAGLIARI";"Sardegna";"Porto Corallo";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=231&v=2&c=45&t=1";1,775;"39.434101204417";"9.63095597170893";
"Villaputzu";"CAGLIARI";"Sardegna";"Porto di Sarcapos";"Insediamenti antichi";"Insediamenti fenicio-punici";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=18880";1,123;"39.4415986451529";"9.63912815802352";
"Villaputzu";"CAGLIARI";"Sardegna";"Torre di Porto Corallo";"Edifici e strutture antiche";"Torri costiere";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=18374";867;"39.4388628735838";"9.63614706467678";
"Villaputzu";"CAGLIARI";"Sardegna";"Tramatzu";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=207&v=2&c=45&t=1";1,601;"39.4481913193796";"9.63957324652921";
"Villaputzu";"CAGLIARI";"Sardegna";"Villaputzu";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092097";119;"39.4399620520966";"9.5792552697214";
"Villasalto";"CAGLIARI";"Sardegna";"Miniera di Su Suergiu";"Insediamenti antichi";"Edifici industriali";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21550";1,078;"39.496332094535";"9.37727044865898";
"Villasalto";"CAGLIARI";"Sardegna";"Museo dell'attivita' mineraria";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=19464&v=2&c=2487&c1=2123&visb=&t=1";5,829;"39.4958628455568";"9.37661321280478";
"Villasalto";"CAGLIARI";"Sardegna";"Sa Grutta 'e Scusi";"Sentieri";"Sentieri";"http://www.sardegnaambiente.it/j/v/874?s=3&v=9&c=6716&ids=77";6,819;"39.496205609599";"9.40324759875615";
"Villasalto";"CAGLIARI";"Sardegna";"Su Suergiu - Punta Pardu";"Sentieri";"Sentieri";"http://www.sardegnaambiente.it/j/v/874?s=3&v=9&c=6716&ids=76";6,818;"39.4999453201731";"9.39351707790771";
"Villasalto";"CAGLIARI";"Sardegna";"Villasalto";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092098";120;"39.4921273077626";"9.39478804166278";
"Villasalto";"CAGLIARI";"Sardegna";"Villasalto - Belvedere";"Sentieri";"Sentieri";"http://www.sardegnaambiente.it/j/v/874?s=3&v=9&c=6716&ids=74";6,820;"39.4968003561299";"9.39784663688474";
"Villasalto";"CAGLIARI";"Sardegna";"Villasalto - Caboni";"Sentieri";"Sentieri";"http://www.sardegnaambiente.it/j/v/874?s=3&v=9&c=6716&ids=75";6,821;"39.4880999046292";"9.39647278917797";
"Villa San Pietro";"CAGLIARI";"Sardegna";"Chiesa di San Pietro";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17834";515;"39.033551216549";"8.99532471000855";
"Villa San Pietro";"CAGLIARI";"Sardegna";"Villa S.Pietro";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092099";121;"39.033902320668";"8.99641461167921";
"Villasimius";"CAGLIARI";"Sardegna";"Cala Caterina";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=267&v=2&c=45&t=1";2,031;"39.1066880952213";"9.51014711044412";
"Villasimius";"CAGLIARI";"Sardegna";"Cala Tramazzu";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=2937&v=2&c=45&t=1";1,352;"39.1105237406788";"9.50539404955783";
"Villasimius";"CAGLIARI";"Sardegna";"Campulongu";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=270&v=2&c=45&t=1";1,602;"39.1277783562438";"9.5074443926537";
"Villasimius";"CAGLIARI";"Sardegna";"Campus";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=272&v=2&c=45&t=1";1,603;"39.1355451713067";"9.48699514113458";
"Villasimius";"CAGLIARI";"Sardegna";"Capo Carbonara - Villasimius";"Aree marine protette";"Aree marine protette";"http://www.sardegnaturismo.it/index.php?xsl=15&s=33&v=2&c=44&t=1";355;"39.1089011098428";"9.5454584790077";
"Villasimius";"CAGLIARI";"Sardegna";"Chiesa di Santa Maria";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=18147";405;"39.1411999684648";"9.4905685634643";
"Villasimius";"CAGLIARI";"Sardegna";"Fortezza Vecchia e mostra permanente";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=24535&v=2&c=2487&c1=2123&visb=&t=1";5,831;"39.1160463224272";"9.5038127102446";
"Villasimius";"CAGLIARI";"Sardegna";"Isola dei cavoli";"Spiagge";"Isole minori";"http://www.sardegnaturismo.it/index.php?xsl=5&s=194&v=2&c=45&t=1";2,032;"39.0859951452497";"9.53159025904576";
"Villasimius";"CAGLIARI";"Sardegna";"Isola dei Cavoli";"Isole";"Isole";"http://www.sardegnaturismo.it/index.php?xsl=5&s=926&v=2&c=58&t=1";1,243;"39.0861706970237";"9.5317349008744";
"Villasimius";"CAGLIARI";"Sardegna";"Isola di Serpentara";"Spiagge";"Isole minori";"http://www.sardegnaturismo.it/index.php?xsl=5&s=197&v=2&c=45&t=1";2,033;"39.1394930745755";"9.60553304986964";
"Villasimius";"CAGLIARI";"Sardegna";"Is Traias";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=2934&v=2&c=45&t=1";1,355;"39.1300971941643";"9.53457851267615";
"Villasimius";"CAGLIARI";"Sardegna";"Marina di Villasimius";"Porti";"Porto turistico";"http://www.sardegnaturismo.it/index.php?xsl=5&s=782&v=2&c=&t=1";1,281;"39.1194335720158";"9.50599073580993";
"Villasimius";"CAGLIARI";"Sardegna";"Museo Archeologico";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=22501&v=2&c=2487&c1=2123&visb=&t=1";5,899;"39.1437635623306";"9.51847271528722";
"Villasimius";"CAGLIARI";"Sardegna";"Notteri - Timi ama";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=195&v=2&c=45&t=1";1,822;"39.1178063758946";"9.52077720644972";
"Villasimius";"CAGLIARI";"Sardegna";"Porto di Villasimius";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=233&v=2&c=45&t=1";2,034;"39.1160112989167";"9.50523189845744";
"Villasimius";"CAGLIARI";"Sardegna";"Porto fenicio e insediamento di Cuccureddus";"Insediamenti antichi";"Insediamenti fenicio-punici";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=18884";1,124;"39.134054851379";"9.4939256060709";
"Villasimius";"CAGLIARI";"Sardegna";"Porto Giunco";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=239&v=2&c=45&t=1";1,777;"39.1137828405308";"9.51848384841015";
"Villasimius";"CAGLIARI";"Sardegna";"Porto sa Ruxi";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=289&v=2&c=45&t=1";1,604;"39.1302178732199";"9.45477960803954";
"Villasimius";"CAGLIARI";"Sardegna";"Punta Molentis";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=250&v=2&c=45&t=1";1,605;"39.1334426385766";"9.55627953566817";
"Villasimius";"CAGLIARI";"Sardegna";"Punta Porceddu";"Spiagge";"Ghiaia, massi";"http://www.sardegnaturismo.it/index.php?xsl=5&s=251&v=2&c=45&t=1";2,035;"39.1464287090329";"9.5653224684444";
"Villasimius";"CAGLIARI";"Sardegna";"Serpentara";"Isole";"Isole";"http://www.sardegnaturismo.it/index.php?xsl=5&s=931&v=2&c=58&t=1";1,248;"39.1394887444175";"9.60579207249124";
"Villasimius";"CAGLIARI";"Sardegna";"Simius";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=261&v=2&c=45&t=1";1,606;"39.1254255488141";"9.527422401333";
"Villasimius";"CAGLIARI";"Sardegna";"Spiaggia del riso";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=293&v=2&c=45&t=1";1,821;"39.1204308799962";"9.50970807707019";
"Villasimius";"CAGLIARI";"Sardegna";"Stagno di Notteri";"Laghi";"Laghi";"http://www.sardegnaturismo.it/index.php?xsl=5&v=2&c=13&c1=2126&t=1&s=985";931;"39.1171740051542";"9.51601961385382";
"Villasimius";"CAGLIARI";"Sardegna";"Torre della Fortezza vecchia";"Edifici e strutture antiche";"Torri costiere";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17948";782;"39.1161937604262";"9.50369806098122";
"Villasimius";"CAGLIARI";"Sardegna";"Villasimius";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092100";122;"39.1436037983308";"9.52191268693344";
"Villasor";"CAGLIARI";"Sardegna";"Castello Seviller o degli Alagon";"Edifici e strutture antiche";"Castelli";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17900";822;"39.3790576211785";"8.94114726314116";
"Villasor";"CAGLIARI";"Sardegna";"Nuraghe complesso Su Sonadori";"Edifici e strutture antiche";"Villaggi nuragici";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21548";817;"39.3988319852963";"8.81364335551545";
"Villasor";"CAGLIARI";"Sardegna";"Villasor";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092101";123;"39.3811713768617";"8.94345510643184";
"Villaspeciosa";"CAGLIARI";"Sardegna";"Chiesa di San Platano";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17878";496;"39.3155163637925";"8.92919694337288";
"Villaspeciosa";"CAGLIARI";"Sardegna";"Sito e villa di San Cromazio";"Insediamenti antichi";"Insediamenti romani";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20088";1,144;"39.3179661611523";"8.91006351109043";
"Villaspeciosa";"CAGLIARI";"Sardegna";"Villaspeciosa";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092102";124;"39.3135192398576";"8.92878413031866";
"Quartucciu";"CAGLIARI";"Sardegna";"Quartucciu";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092105";127;"39.2530964947556";"9.17955463847438";
"Quartucciu";"CAGLIARI";"Sardegna";"Tomba di giganti Is Concias";"Spazi sacri e funerari";"Tombe di giganti";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21290";1,444;"39.2571966555856";"9.35990578553269";
"Castiadas";"CAGLIARI";"Sardegna";"Cala di monte Turno";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=2172&v=2&c=45&t=1";1,778;"39.2076684526529";"9.56517028489518";
"Castiadas";"CAGLIARI";"Sardegna";"Cala Pira";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=204&v=2&c=45&t=1";1,864;"39.1727334680904";"9.57209108654034";
"Castiadas";"CAGLIARI";"Sardegna";"Cala Sinzias";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=216&v=2&c=45&t=1";1,743;"39.1926545459441";"9.56290085865749";
"Castiadas";"CAGLIARI";"Sardegna";"Castiadas";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092106";128;"39.2364748347463";"9.50076808001479";
"Castiadas";"CAGLIARI";"Sardegna";"Castiadas";"Foreste";"Foreste";"http://www.sardegnaturismo.it/index.php?xsl=5&s=3170&v=2&c=3002&t=1";685;"39.2274416884575";"9.49605743553928";
"Castiadas";"CAGLIARI";"Sardegna";"Marina di San Pietro";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=199&v=2&c=45&t=1";1,742;"39.2007781429555";"9.56295325928483";
"Castiadas";"CAGLIARI";"Sardegna";"Santa Giusta";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=259&v=2&c=45&t=1";1,757;"39.2283019745649";"9.56834963622853";
"Elmas";"CAGLIARI";"Sardegna";"Aeroporto militare";"Insediamenti antichi";"Edifici razionalisti";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=19356";1,046;"39.2455839036347";"9.05079216026195";
"Elmas";"CAGLIARI";"Sardegna";"Elmas";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092108";130;"39.2683085668169";"9.04216020318906";
"Monserrato";"CAGLIARI";"Sardegna";"Chiesa di Sant'Ambrogio";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=18306";539;"39.2526420929097";"9.14431708524562";
"Monserrato";"CAGLIARI";"Sardegna";"Collezione di strumenti di fisica";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=22597&v=2&c=2487&c1=2123&visb=&t=1";5,969;"39.2711001336898";"9.12276222579481";
"Monserrato";"CAGLIARI";"Sardegna";"Monserrato";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092109";742;"39.2652844677667";"9.13331666549523";
"Monserrato";"CAGLIARI";"Sardegna";"Museo delle Ferrovie della Sardegna";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=24611&v=2&c=2487&c1=2123&visb=&t=1";5,970;"39.2640177676176";"9.1434583950081";
"Escalaplano (CA)";"CAGLIARI";"Sardegna";"Escalaplano";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092110";240;"39.6239388683905";"9.35233760730979";
"Escolca (CA)";"CAGLIARI";"Sardegna";"Escolca";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092111";241;"39.6986751271896";"9.12329019228932";
"Esterzili (CA)";"CAGLIARI";"Sardegna";"Esterzili";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092112";242;"39.7803260444753";"9.28805039239101";
"Esterzili (CA)";"CAGLIARI";"Sardegna";"Tempio di Domu de Orgia";"Spazi sacri e funerari";"Templi nuragici";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=22242";1,426;"39.7654562002089";"9.3192558239399";
"Gergei (CA)";"CAGLIARI";"Sardegna";"Gergei";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092113";250;"39.6992454104203";"9.1020896718045";
"Isili (CA)";"CAGLIARI";"Sardegna";"Area di Is Paras";"Edifici e strutture antiche";"Nuraghi";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20046";665;"39.7486648861601";"9.10783083678462";
"Isili (CA)";"CAGLIARI";"Sardegna";"Isili";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092114";254;"39.740486447688";"9.10907547053032";
"Isili (CA)";"CAGLIARI";"Sardegna";"Museo per l'Arte del Rame e del Tessuto";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=18980&v=2&c=2487&c1=2123&visb=&t=1";5,830;"39.7418889151243";"9.1067703102478";
"Isili (CA)";"CAGLIARI";"Sardegna";"Nuraghe Is Paras";"Edifici e strutture antiche";"Nuraghi";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20782";885;"39.7486653597825";"9.10731975781462";
"Nuragus (CA)";"CAGLIARI";"Sardegna";"Nuraghe Santu Millanu";"Edifici e strutture antiche";"Nuraghi";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21279";894;"39.7755127784477";"9.05727615885526";
"Nuragus (CA)";"CAGLIARI";"Sardegna";"Nuragus";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092115";270;"39.7766830653533";"9.03830099290635";
"Nuragus (CA)";"CAGLIARI";"Sardegna";"Pozzo sacro di Coni";"Spazi sacri e funerari";"Templi nuragici";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21511";1,447;"39.7801799031455";"9.05703911887899";
"Nurallao (CA)";"CAGLIARI";"Sardegna";"Funtana Is Arinus";"Sorgenti e cascate";"Sorgenti e cascate";"http://www.sardegnaturismo.it/index.php?xsl=5&s=3189&v=2&c=3004&t=1";1,415;"39.816310741375";"9.12311799476119";
"Nurallao (CA)";"CAGLIARI";"Sardegna";"Nurallao";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092116";271;"39.7905375860134";"9.07998281290027";
"Nurallao (CA)";"CAGLIARI";"Sardegna";"Tomba di giganti di Aiodda";"Spazi sacri e funerari";"Tombe di giganti";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21535";1,443;"39.7735723682356";"9.07665294293387";
"Nurri (CA)";"CAGLIARI";"Sardegna";"Giara di Serri";"Monti";"Monti";"http://www.sardegnaturismo.it/index.php?xsl=5&s=3217&v=2&c=3003&t=1";965;"39.7207901807315";"9.16825501275248";
"Nurri (CA)";"CAGLIARI";"Sardegna";"Nurri";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092117";272;"39.7099157349566";"9.23137548918855";
"Orroli (CA)";"CAGLIARI";"Sardegna";"Area dell'Arrubiu";"Edifici e strutture antiche";"Villaggi nuragici";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20452";670;"39.6621928170607";"9.29810779998875";
"Orroli (CA)";"CAGLIARI";"Sardegna";"Lago Mulargia";"Laghi";"Laghi";"http://www.sardegnaturismo.it/index.php?xsl=5&v=2&c=13&c1=2126&t=1&s=29";928;"39.625391407305";"9.23915367485056";
"Orroli (CA)";"CAGLIARI";"Sardegna";"Museo \"Omu Axiu\"";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=24531&v=2&c=2487&c1=2123&visb=&t=1";5,889;"39.6922105081239";"9.25322869514347";
"Orroli (CA)";"CAGLIARI";"Sardegna";"Nuraghe e complesso dell'Arrubiu";"Edifici e strutture antiche";"Villaggi nuragici";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20725";895;"39.6621740722904";"9.29777821438053";
"Orroli (CA)";"CAGLIARI";"Sardegna";"Orroli";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092118";283;"39.6930230164127";"9.25472841780122";
"Sadali (CA)";"CAGLIARI";"Sardegna";"Casa-museo";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=24639&v=2&c=2487&c1=2123&visb=&t=1";5,890;"39.8184782660271";"9.27777564741694";
"Sadali (CA)";"CAGLIARI";"Sardegna";"Grotte Is Janas";"Sentieri";"Sentieri";"http://www.sardegnaambiente.it/j/v/874?s=3&v=9&c=6714&ids=79";6,845;"39.8471412382737";"9.2639619355853";
"Sadali (CA)";"CAGLIARI";"Sardegna";"Is Janas";"Grotte montagna";"Grotte montagna";"http://www.sardegnaturismo.it/index.php?xsl=5&v=2&c=50&c1=2126&t=1&s=130";711;"39.8464116956289";"9.2661680874988";
"Sadali (CA)";"CAGLIARI";"Sardegna";"Pala Nuraxi - Bivio Addolì";"Sentieri";"Sentieri";"http://www.sardegnaambiente.it/j/v/874?s=3&v=9&c=6714&ids=33";6,844;"39.8459875185459";"9.2718992753678";
"Sadali (CA)";"CAGLIARI";"Sardegna";"Sadali";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092119";292;"39.8150008939315";"9.27684714385627";
"Sadali (CA)";"CAGLIARI";"Sardegna";"Sadali - Arcu 'e Spineddai";"Sentieri";"Sentieri";"http://www.sardegnaambiente.it/j/v/874?s=3&v=9&c=6714&ids=35";6,806;"39.8151343617704";"9.26985788775915";
"Sadali (CA)";"CAGLIARI";"Sardegna";"San Valentino";"Sorgenti e cascate";"Sorgenti e cascate";"http://www.sardegnaturismo.it/index.php?xsl=5&s=3210&v=2&c=3004&t=1";1,418;"39.8192447444853";"9.27781190250896";
"Sadali (CA)";"CAGLIARI";"Sardegna";"Su Stampu de su Turrunu - Guado Salasi";"Sentieri";"Sentieri";"http://www.sardegnaambiente.it/j/v/874?s=3&v=9&c=6714&ids=32";6,843;"39.8369330181163";"9.23182083065456";
"Serri (CA)";"CAGLIARI";"Sardegna";"Area di Santa Vittoria";"Spazi sacri e funerari";"Santuari federali";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20019";1,336;"39.7121522659113";"9.10342301960043";
"Serri (CA)";"CAGLIARI";"Sardegna";"Santuario di Santa Vittoria";"Spazi sacri e funerari";"Santuari federali";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20781";1,422;"39.7121233160918";"9.10319650889859";
"Serri (CA)";"CAGLIARI";"Sardegna";"Serri";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092120";296;"39.7024789475417";"9.14683360069217";
"Seulo (CA)";"CAGLIARI";"Sardegna";"Chiesa di S. Cosimo";"Chiese";"Chiese";"";7,860;"39.8663582748912";"9.22716215561444";
"Seulo (CA)";"CAGLIARI";"Sardegna";"Cussarea- Funtana de Pedassu";"Sentieri";"Sentieri";"http://www.sardegnaambiente.it/j/v/874?s=3&v=9&c=6714&ids=34";6,840;"39.8484364572383";"9.2424315216081";
"Seulo (CA)";"CAGLIARI";"Sardegna";"Nuraghe Pauli";"Edifici e strutture antiche";"Nuraghi";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=24753";649;"39.8620682285471";"9.22995285999921";
"Seulo (CA)";"CAGLIARI";"Sardegna";"Seulo";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092121";298;"39.8699874446627";"9.23760348446971";
"Seulo (CA)";"CAGLIARI";"Sardegna";"Seulo - Villanovatulo";"Sentieri";"Sentieri";"http://www.sardegnaambiente.it/j/v/874?s=3&v=9&c=6714&ids=30";6,841;"39.8265857218346";"9.2120025050696";
"Seulo (CA)";"CAGLIARI";"Sardegna";"Su Stampu de su Turrunu";"Aree protette";"Monumento naturale";"";7,858;"39.8507394171276";"9.26533461406737";
"Villanova Tulo (CA)";"CAGLIARI";"Sardegna";"Area di Adoni";"Edifici e strutture antiche";"Villaggi nuragici";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20590";680;"39.7858542959349";"9.17350256394875";
"Villanova Tulo (CA)";"CAGLIARI";"Sardegna";"Complesso di Adoni";"Edifici e strutture antiche";"Villaggi nuragici";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20735";780;"39.7858383297082";"9.17322654039627";
"Villanova Tulo (CA)";"CAGLIARI";"Sardegna";"Pranedda Ollastu - Nuraghe Adoni";"Sentieri";"Sentieri";"http://www.sardegnaambiente.it/j/v/874?s=3&v=9&c=6714&ids=31";6,842;"39.7932559200047";"9.18028195752081";
"Villanova Tulo (CA)";"CAGLIARI";"Sardegna";"Villanovatulo";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=092122";316;"39.779374121459";"9.2166618581283";
"Abbasanta";"ORISTANO";"Sardegna";"Abbasanta";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=095001";131;"40.1249201569888";"8.82068801294752";
"Abbasanta";"ORISTANO";"Sardegna";"Area del Losa";"Edifici e strutture antiche";"Nuraghi";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20425";652;"40.1168738065486";"8.79067275140736";
"Abbasanta";"ORISTANO";"Sardegna";"Nuraghe Losa";"Edifici e strutture antiche";"Nuraghi";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20777";832;"40.1168686697036";"8.79028382954746";
"Aidomaggiore";"ORISTANO";"Sardegna";"Aidomaggiore";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=095002";132;"40.1723672826321";"8.85796771669129";
